"date","bread_hits","state"
2020-05-08,47,"New York"
2020-05-09,75,"New York"
2020-05-10,63,"New York"
2020-05-11,44,"New York"
2020-05-12,52,"New York"
2020-05-13,40,"New York"
2020-05-14,43,"New York"
2020-05-15,44,"New York"
2020-05-16,50,"New York"
2020-02-18,31,"New Mexico"
2020-02-19,39,"New Mexico"
2020-02-20,34,"New Mexico"
2020-02-21,26,"New Mexico"
2020-02-22,43,"New Mexico"
2020-02-23,56,"New Mexico"
2020-02-24,34,"New Mexico"
2020-02-25,41,"New Mexico"
2020-02-26,32,"New Mexico"
2020-02-27,33,"New Mexico"
2020-02-28,35,"New Mexico"
2020-02-29,46,"New Mexico"
2020-03-01,38,"New Mexico"
2020-03-02,28,"New Mexico"
2020-03-03,19,"New Mexico"
2020-03-04,31,"New Mexico"
2020-03-05,18,"New Mexico"
2020-03-06,30,"New Mexico"
2020-03-07,47,"New Mexico"
2020-03-08,56,"New Mexico"
2020-03-09,33,"New Mexico"
2020-03-10,33,"New Mexico"
2020-03-11,35,"New Mexico"
2020-03-12,29,"New Mexico"
2020-03-13,39,"New Mexico"
2020-03-14,46,"New Mexico"
2020-03-15,62,"New Mexico"
2020-03-16,23,"New Mexico"
2020-03-17,59,"New Mexico"
2020-03-18,61,"New Mexico"
2020-03-19,59,"New Mexico"
2020-03-20,50,"New Mexico"
2020-03-21,84,"New Mexico"
2020-03-22,69,"New Mexico"
2020-03-23,53,"New Mexico"
2020-03-24,73,"New Mexico"
2020-03-25,62,"New Mexico"
2020-03-26,55,"New Mexico"
2020-03-27,58,"New Mexico"
2020-03-28,90,"New Mexico"
2020-03-29,96,"New Mexico"
2020-03-30,73,"New Mexico"
2020-03-31,59,"New Mexico"
2020-04-01,56,"New Mexico"
2020-04-02,49,"New Mexico"
2020-04-03,65,"New Mexico"
2020-04-04,85,"New Mexico"
2020-04-05,94,"New Mexico"
2020-04-06,82,"New Mexico"
2020-04-07,64,"New Mexico"
2020-04-08,72,"New Mexico"
2020-04-09,67,"New Mexico"
2020-04-10,70,"New Mexico"
2020-04-11,90,"New Mexico"
2020-04-12,100,"New Mexico"
2020-04-13,54,"New Mexico"
2020-04-14,69,"New Mexico"
2020-04-15,64,"New Mexico"
2020-04-16,57,"New Mexico"
2020-04-17,64,"New Mexico"
2020-04-18,81,"New Mexico"
2020-04-19,96,"New Mexico"
2020-04-20,47,"New Mexico"
2020-04-21,36,"New Mexico"
2020-04-22,59,"New Mexico"
2020-04-23,49,"New Mexico"
2020-04-24,57,"New Mexico"
2020-04-25,73,"New Mexico"
2020-04-26,73,"New Mexico"
2020-04-27,57,"New Mexico"
2020-04-28,46,"New Mexico"
2020-04-29,44,"New Mexico"
2020-04-30,45,"New Mexico"
2020-05-01,48,"New Mexico"
2020-05-02,81,"New Mexico"
2020-05-03,81,"New Mexico"
2020-05-04,56,"New Mexico"
2020-05-05,55,"New Mexico"
2020-05-06,63,"New Mexico"
2020-05-07,54,"New Mexico"
2020-05-08,44,"New Mexico"
2020-05-09,63,"New Mexico"
2020-05-10,51,"New Mexico"
2020-05-11,33,"New Mexico"
2020-05-12,52,"New Mexico"
2020-05-13,55,"New Mexico"
2020-05-14,48,"New Mexico"
2020-05-15,31,"New Mexico"
2020-05-16,35,"New Mexico"
2020-02-18,30,"New Jersey"
2020-02-19,32,"New Jersey"
2020-02-20,30,"New Jersey"
2020-02-21,30,"New Jersey"
2020-02-22,34,"New Jersey"
2020-02-23,35,"New Jersey"
2020-02-24,30,"New Jersey"
2020-02-25,33,"New Jersey"
2020-02-26,29,"New Jersey"
2020-02-27,34,"New Jersey"
2020-02-28,31,"New Jersey"
2020-02-29,41,"New Jersey"
2020-03-01,34,"New Jersey"
2020-03-02,32,"New Jersey"
2020-03-03,27,"New Jersey"
2020-03-04,25,"New Jersey"
2020-03-05,38,"New Jersey"
2020-03-06,32,"New Jersey"
2020-03-07,31,"New Jersey"
2020-03-08,39,"New Jersey"
2020-03-09,29,"New Jersey"
2020-03-10,31,"New Jersey"
2020-03-11,31,"New Jersey"
2020-03-12,31,"New Jersey"
2020-03-13,31,"New Jersey"
2020-03-14,51,"New Jersey"
2020-03-15,44,"New Jersey"
2020-03-16,36,"New Jersey"
2020-03-17,49,"New Jersey"
2020-03-18,38,"New Jersey"
2020-03-19,41,"New Jersey"
2020-03-20,40,"New Jersey"
2020-03-21,66,"New Jersey"
2020-03-22,74,"New Jersey"
2020-03-23,54,"New Jersey"
2020-03-24,49,"New Jersey"
2020-03-25,51,"New Jersey"
2020-03-26,48,"New Jersey"
2020-03-27,44,"New Jersey"
2020-03-28,80,"New Jersey"
2020-03-29,79,"New Jersey"
2020-03-30,51,"New Jersey"
2020-03-31,50,"New Jersey"
2020-04-01,53,"New Jersey"
2020-04-02,50,"New Jersey"
2020-04-03,48,"New Jersey"
2020-04-04,80,"New Jersey"
2020-04-05,81,"New Jersey"
2020-04-06,57,"New Jersey"
2020-04-07,63,"New Jersey"
2020-04-08,63,"New Jersey"
2020-04-09,68,"New Jersey"
2020-04-10,88,"New Jersey"
2020-04-11,100,"New Jersey"
2020-04-12,88,"New Jersey"
2020-04-13,66,"New Jersey"
2020-04-14,59,"New Jersey"
2020-04-15,60,"New Jersey"
2020-04-16,51,"New Jersey"
2020-04-17,59,"New Jersey"
2020-04-18,86,"New Jersey"
2020-04-19,80,"New Jersey"
2020-04-20,53,"New Jersey"
2020-04-21,58,"New Jersey"
2020-04-22,56,"New Jersey"
2020-04-23,54,"New Jersey"
2020-04-24,52,"New Jersey"
2020-04-25,73,"New Jersey"
2020-04-26,87,"New Jersey"
2020-04-27,55,"New Jersey"
2020-04-28,55,"New Jersey"
2020-04-29,57,"New Jersey"
2020-04-30,53,"New Jersey"
2020-05-01,56,"New Jersey"
2020-05-02,62,"New Jersey"
2020-05-03,65,"New Jersey"
2020-05-04,46,"New Jersey"
2020-05-05,46,"New Jersey"
2020-05-06,48,"New Jersey"
2020-05-07,45,"New Jersey"
2020-05-08,50,"New Jersey"
2020-05-09,71,"New Jersey"
2020-05-10,64,"New Jersey"
2020-05-11,43,"New Jersey"
2020-05-12,47,"New Jersey"
2020-05-13,53,"New Jersey"
2020-05-14,43,"New Jersey"
2020-05-15,49,"New Jersey"
2020-05-16,54,"New Jersey"
2020-02-18,29,"New Hampshire"
2020-02-19,26,"New Hampshire"
2020-02-20,25,"New Hampshire"
2020-02-21,18,"New Hampshire"
2020-02-22,19,"New Hampshire"
2020-02-23,36,"New Hampshire"
2020-02-24,27,"New Hampshire"
2020-02-25,16,"New Hampshire"
2020-02-26,26,"New Hampshire"
2020-02-27,36,"New Hampshire"
2020-02-28,16,"New Hampshire"
2020-02-29,32,"New Hampshire"
2020-03-01,33,"New Hampshire"
2020-03-02,24,"New Hampshire"
2020-03-03,17,"New Hampshire"
2020-03-04,22,"New Hampshire"
2020-03-05,17,"New Hampshire"
2020-03-06,35,"New Hampshire"
2020-03-07,30,"New Hampshire"
2020-03-08,40,"New Hampshire"
2020-03-09,26,"New Hampshire"
2020-03-10,15,"New Hampshire"
2020-03-11,20,"New Hampshire"
2020-03-12,18,"New Hampshire"
2020-03-13,26,"New Hampshire"
2020-03-14,41,"New Hampshire"
2020-03-15,57,"New Hampshire"
2020-03-16,29,"New Hampshire"
2020-03-17,36,"New Hampshire"
2020-03-18,25,"New Hampshire"
2020-03-19,44,"New Hampshire"
2020-03-20,40,"New Hampshire"
2020-03-21,58,"New Hampshire"
2020-03-22,70,"New Hampshire"
2020-03-23,45,"New Hampshire"
2020-03-24,40,"New Hampshire"
2020-03-25,45,"New Hampshire"
2020-03-26,35,"New Hampshire"
2020-03-27,37,"New Hampshire"
2020-03-28,73,"New Hampshire"
2020-03-29,100,"New Hampshire"
2020-03-30,43,"New Hampshire"
2020-03-31,38,"New Hampshire"
2020-04-01,47,"New Hampshire"
2020-04-02,41,"New Hampshire"
2020-04-03,44,"New Hampshire"
2020-04-04,56,"New Hampshire"
2020-04-05,52,"New Hampshire"
2020-04-06,41,"New Hampshire"
2020-04-07,34,"New Hampshire"
2020-04-08,71,"New Hampshire"
2020-04-09,76,"New Hampshire"
2020-04-10,26,"New Hampshire"
2020-04-11,36,"New Hampshire"
2020-04-12,68,"New Hampshire"
2020-04-13,60,"New Hampshire"
2020-04-14,46,"New Hampshire"
2020-04-15,45,"New Hampshire"
2020-04-16,40,"New Hampshire"
2020-04-17,45,"New Hampshire"
2020-04-18,59,"New Hampshire"
2020-04-19,54,"New Hampshire"
2020-04-20,31,"New Hampshire"
2020-04-21,32,"New Hampshire"
2020-04-22,40,"New Hampshire"
2020-04-23,35,"New Hampshire"
2020-04-24,42,"New Hampshire"
2020-04-25,51,"New Hampshire"
2020-04-26,69,"New Hampshire"
2020-04-27,43,"New Hampshire"
2020-04-28,32,"New Hampshire"
2020-04-29,31,"New Hampshire"
2020-04-30,50,"New Hampshire"
2020-05-01,30,"New Hampshire"
2020-05-02,48,"New Hampshire"
2020-05-03,58,"New Hampshire"
2020-05-04,31,"New Hampshire"
2020-05-05,38,"New Hampshire"
2020-05-06,34,"New Hampshire"
2020-05-07,40,"New Hampshire"
2020-05-08,32,"New Hampshire"
2020-05-09,49,"New Hampshire"
2020-05-10,65,"New Hampshire"
2020-05-11,28,"New Hampshire"
2020-05-12,32,"New Hampshire"
2020-05-13,26,"New Hampshire"
2020-05-14,28,"New Hampshire"
2020-05-15,35,"New Hampshire"
2020-05-16,32,"New Hampshire"
2020-02-18,28,"Nevada"
2020-02-19,42,"Nevada"
2020-02-20,19,"Nevada"
2020-02-21,34,"Nevada"
2020-02-22,49,"Nevada"
2020-02-23,21,"Nevada"
2020-02-24,34,"Nevada"
2020-02-25,42,"Nevada"
2020-02-26,29,"Nevada"
2020-02-27,29,"Nevada"
2020-02-28,17,"Nevada"
2020-02-29,31,"Nevada"
2020-03-01,34,"Nevada"
2020-03-02,26,"Nevada"
2020-03-03,37,"Nevada"
2020-03-04,28,"Nevada"
2020-03-05,23,"Nevada"
2020-03-06,23,"Nevada"
2020-03-07,36,"Nevada"
2020-03-08,45,"Nevada"
2020-03-09,21,"Nevada"
2020-03-10,32,"Nevada"
2020-03-11,28,"Nevada"
2020-03-12,34,"Nevada"
2020-03-13,44,"Nevada"
2020-03-14,51,"Nevada"
2020-03-15,46,"Nevada"
2020-03-16,48,"Nevada"
2020-03-17,56,"Nevada"
2020-03-18,53,"Nevada"
2020-03-19,72,"Nevada"
2020-03-20,57,"Nevada"
2020-03-21,84,"Nevada"
2020-03-22,100,"Nevada"
2020-03-23,52,"Nevada"
2020-03-24,87,"Nevada"
2020-03-25,69,"Nevada"
2020-03-26,68,"Nevada"
2020-03-27,62,"Nevada"
2020-03-28,71,"Nevada"
2020-03-29,73,"Nevada"
2020-03-30,60,"Nevada"
2020-03-31,72,"Nevada"
2020-04-01,62,"Nevada"
2020-04-02,72,"Nevada"
2020-04-03,58,"Nevada"
2020-04-04,75,"Nevada"
2020-04-05,98,"Nevada"
2020-04-06,65,"Nevada"
2020-04-07,81,"Nevada"
2020-04-08,65,"Nevada"
2020-04-09,57,"Nevada"
2020-04-10,60,"Nevada"
2020-04-11,92,"Nevada"
2020-04-12,92,"Nevada"
2020-04-13,75,"Nevada"
2020-04-14,74,"Nevada"
2020-04-15,42,"Nevada"
2020-04-16,64,"Nevada"
2020-04-17,72,"Nevada"
2020-04-18,69,"Nevada"
2020-04-19,90,"Nevada"
2020-04-20,81,"Nevada"
2020-04-21,56,"Nevada"
2020-04-22,55,"Nevada"
2020-04-23,65,"Nevada"
2020-04-24,46,"Nevada"
2020-04-25,75,"Nevada"
2020-04-26,72,"Nevada"
2020-04-27,56,"Nevada"
2020-04-28,52,"Nevada"
2020-04-29,47,"Nevada"
2020-04-30,53,"Nevada"
2020-05-01,52,"Nevada"
2020-05-02,54,"Nevada"
2020-05-03,59,"Nevada"
2020-05-04,40,"Nevada"
2020-05-05,41,"Nevada"
2020-05-06,51,"Nevada"
2020-05-07,43,"Nevada"
2020-05-08,48,"Nevada"
2020-05-09,51,"Nevada"
2020-05-10,43,"Nevada"
2020-05-11,36,"Nevada"
2020-05-12,54,"Nevada"
2020-05-13,45,"Nevada"
2020-05-14,37,"Nevada"
2020-05-15,40,"Nevada"
2020-05-16,54,"Nevada"
2020-02-18,26,"Nebraska"
2020-02-19,45,"Nebraska"
2020-02-20,25,"Nebraska"
2020-02-21,29,"Nebraska"
2020-02-22,33,"Nebraska"
2020-02-23,30,"Nebraska"
2020-02-24,33,"Nebraska"
2020-02-25,26,"Nebraska"
2020-02-26,43,"Nebraska"
2020-02-27,32,"Nebraska"
2020-02-28,27,"Nebraska"
2020-02-29,21,"Nebraska"
2020-03-01,43,"Nebraska"
2020-03-02,40,"Nebraska"
2020-03-03,34,"Nebraska"
2020-03-04,37,"Nebraska"
2020-03-05,32,"Nebraska"
2020-03-06,40,"Nebraska"
2020-03-07,44,"Nebraska"
2020-03-08,37,"Nebraska"
2020-03-09,36,"Nebraska"
2020-03-10,35,"Nebraska"
2020-03-11,29,"Nebraska"
2020-03-12,27,"Nebraska"
2020-03-13,30,"Nebraska"
2020-03-14,48,"Nebraska"
2020-03-15,50,"Nebraska"
2020-03-16,34,"Nebraska"
2020-03-17,66,"Nebraska"
2020-03-18,50,"Nebraska"
2020-03-19,52,"Nebraska"
2020-03-20,57,"Nebraska"
2020-03-21,100,"Nebraska"
2020-03-22,88,"Nebraska"
2020-03-23,39,"Nebraska"
2020-03-24,47,"Nebraska"
2020-03-25,35,"Nebraska"
2020-03-26,52,"Nebraska"
2020-03-27,67,"Nebraska"
2020-03-28,69,"Nebraska"
2020-03-29,70,"Nebraska"
2020-03-30,46,"Nebraska"
2020-03-31,54,"Nebraska"
2020-04-01,38,"Nebraska"
2020-04-02,44,"Nebraska"
2020-04-03,59,"Nebraska"
2020-04-04,68,"Nebraska"
2020-04-05,73,"Nebraska"
2020-04-06,51,"Nebraska"
2020-04-07,43,"Nebraska"
2020-04-08,55,"Nebraska"
2020-04-09,53,"Nebraska"
2020-04-10,53,"Nebraska"
2020-04-11,95,"Nebraska"
2020-04-12,63,"Nebraska"
2020-04-13,55,"Nebraska"
2020-04-14,53,"Nebraska"
2020-04-15,52,"Nebraska"
2020-04-16,49,"Nebraska"
2020-04-17,51,"Nebraska"
2020-04-18,57,"Nebraska"
2020-04-19,54,"Nebraska"
2020-04-20,51,"Nebraska"
2020-04-21,39,"Nebraska"
2020-04-22,49,"Nebraska"
2020-04-23,42,"Nebraska"
2020-04-24,46,"Nebraska"
2020-04-25,46,"Nebraska"
2020-04-26,51,"Nebraska"
2020-04-27,34,"Nebraska"
2020-04-28,42,"Nebraska"
2020-04-29,61,"Nebraska"
2020-04-30,36,"Nebraska"
2020-05-01,37,"Nebraska"
2020-05-02,71,"Nebraska"
2020-05-03,58,"Nebraska"
2020-05-04,41,"Nebraska"
2020-05-05,42,"Nebraska"
2020-05-06,52,"Nebraska"
2020-05-07,38,"Nebraska"
2020-05-08,48,"Nebraska"
2020-05-09,48,"Nebraska"
2020-05-10,73,"Nebraska"
2020-05-11,32,"Nebraska"
2020-05-12,40,"Nebraska"
2020-05-13,40,"Nebraska"
2020-05-14,45,"Nebraska"
2020-05-15,49,"Nebraska"
2020-05-16,55,"Nebraska"
2020-02-18,21,"Montana"
2020-02-19,25,"Montana"
2020-02-20,14,"Montana"
2020-02-21,30,"Montana"
2020-02-22,38,"Montana"
2020-02-23,53,"Montana"
2020-02-24,32,"Montana"
2020-02-25,29,"Montana"
2020-02-26,27,"Montana"
2020-02-27,19,"Montana"
2020-02-28,22,"Montana"
2020-02-29,29,"Montana"
2020-03-01,43,"Montana"
2020-03-02,32,"Montana"
2020-03-03,11,"Montana"
2020-03-04,22,"Montana"
2020-03-05,14,"Montana"
2020-03-06,16,"Montana"
2020-03-07,21,"Montana"
2020-03-08,49,"Montana"
2020-03-09,17,"Montana"
2020-03-10,13,"Montana"
2020-03-11,21,"Montana"
2020-03-12,24,"Montana"
2020-03-13,19,"Montana"
2020-03-14,42,"Montana"
2020-03-15,52,"Montana"
2020-03-16,53,"Montana"
2020-03-17,42,"Montana"
2020-03-18,49,"Montana"
2020-03-19,39,"Montana"
2020-03-20,53,"Montana"
2020-03-21,54,"Montana"
2020-03-22,67,"Montana"
2020-03-23,31,"Montana"
2020-03-24,53,"Montana"
2020-03-25,48,"Montana"
2020-03-26,31,"Montana"
2020-03-27,43,"Montana"
2020-03-28,87,"Montana"
2020-03-29,62,"Montana"
2020-03-30,48,"Montana"
2020-03-31,38,"Montana"
2020-04-01,38,"Montana"
2020-04-02,64,"Montana"
2020-04-03,42,"Montana"
2020-04-04,56,"Montana"
2020-04-05,55,"Montana"
2020-04-06,28,"Montana"
2020-04-07,39,"Montana"
2020-04-08,43,"Montana"
2020-04-09,36,"Montana"
2020-04-10,61,"Montana"
2020-04-11,100,"Montana"
2020-04-12,93,"Montana"
2020-04-13,51,"Montana"
2020-04-14,47,"Montana"
2020-04-15,45,"Montana"
2020-04-16,32,"Montana"
2020-04-17,52,"Montana"
2020-04-18,58,"Montana"
2020-04-19,70,"Montana"
2020-04-20,47,"Montana"
2020-04-21,28,"Montana"
2020-04-22,36,"Montana"
2020-04-23,42,"Montana"
2020-04-24,27,"Montana"
2020-04-25,57,"Montana"
2020-04-26,34,"Montana"
2020-04-27,44,"Montana"
2020-04-28,34,"Montana"
2020-04-29,24,"Montana"
2020-04-30,32,"Montana"
2020-05-01,23,"Montana"
2020-05-02,30,"Montana"
2020-05-03,55,"Montana"
2020-05-04,27,"Montana"
2020-05-05,27,"Montana"
2020-05-06,27,"Montana"
2020-05-07,32,"Montana"
2020-05-08,36,"Montana"
2020-05-09,35,"Montana"
2020-05-10,50,"Montana"
2020-05-11,28,"Montana"
2020-05-12,39,"Montana"
2020-05-13,25,"Montana"
2020-05-14,27,"Montana"
2020-05-15,26,"Montana"
2020-05-16,26,"Montana"
2020-02-18,39,"Missouri"
2020-02-19,36,"Missouri"
2020-02-20,34,"Missouri"
2020-02-21,38,"Missouri"
2020-02-22,51,"Missouri"
2020-02-23,40,"Missouri"
2020-02-24,35,"Missouri"
2020-02-25,40,"Missouri"
2020-02-26,47,"Missouri"
2020-02-27,48,"Missouri"
2020-02-28,47,"Missouri"
2020-02-29,40,"Missouri"
2020-03-01,48,"Missouri"
2020-03-02,33,"Missouri"
2020-03-03,35,"Missouri"
2020-03-04,37,"Missouri"
2020-03-05,42,"Missouri"
2020-03-06,41,"Missouri"
2020-03-07,37,"Missouri"
2020-03-08,41,"Missouri"
2020-03-09,31,"Missouri"
2020-03-10,35,"Missouri"
2020-03-11,42,"Missouri"
2020-03-12,32,"Missouri"
2020-03-13,42,"Missouri"
2020-03-14,56,"Missouri"
2020-03-15,57,"Missouri"
2020-03-16,47,"Missouri"
2020-03-17,55,"Missouri"
2020-03-18,59,"Missouri"
2020-03-19,69,"Missouri"
2020-03-20,78,"Missouri"
2020-03-21,87,"Missouri"
2020-03-22,100,"Missouri"
2020-03-23,56,"Missouri"
2020-03-24,78,"Missouri"
2020-03-25,56,"Missouri"
2020-03-26,56,"Missouri"
2020-03-27,60,"Missouri"
2020-03-28,87,"Missouri"
2020-03-29,83,"Missouri"
2020-03-30,51,"Missouri"
2020-03-31,53,"Missouri"
2020-04-01,60,"Missouri"
2020-04-02,67,"Missouri"
2020-04-03,59,"Missouri"
2020-04-04,99,"Missouri"
2020-04-05,98,"Missouri"
2020-04-06,55,"Missouri"
2020-04-07,61,"Missouri"
2020-04-08,61,"Missouri"
2020-04-09,71,"Missouri"
2020-04-10,73,"Missouri"
2020-04-11,100,"Missouri"
2020-04-12,88,"Missouri"
2020-04-13,62,"Missouri"
2020-04-14,66,"Missouri"
2020-04-15,61,"Missouri"
2020-04-16,49,"Missouri"
2020-04-17,60,"Missouri"
2020-04-18,74,"Missouri"
2020-04-19,74,"Missouri"
2020-04-20,66,"Missouri"
2020-04-21,49,"Missouri"
2020-04-22,62,"Missouri"
2020-04-23,61,"Missouri"
2020-04-24,58,"Missouri"
2020-04-25,66,"Missouri"
2020-04-26,65,"Missouri"
2020-04-27,49,"Missouri"
2020-04-28,51,"Missouri"
2020-04-29,59,"Missouri"
2020-04-30,50,"Missouri"
2020-05-01,47,"Missouri"
2020-05-02,48,"Missouri"
2020-05-03,72,"Missouri"
2020-05-04,50,"Missouri"
2020-05-05,45,"Missouri"
2020-05-06,47,"Missouri"
2020-05-07,54,"Missouri"
2020-05-08,54,"Missouri"
2020-05-09,60,"Missouri"
2020-05-10,74,"Missouri"
2020-05-11,46,"Missouri"
2020-05-12,51,"Missouri"
2020-05-13,51,"Missouri"
2020-05-14,37,"Missouri"
2020-05-15,45,"Missouri"
2020-05-16,58,"Missouri"
2020-02-18,28,"Mississippi"
2020-02-19,27,"Mississippi"
2020-02-20,20,"Mississippi"
2020-02-21,26,"Mississippi"
2020-02-22,28,"Mississippi"
2020-02-23,30,"Mississippi"
2020-02-24,20,"Mississippi"
2020-02-25,29,"Mississippi"
2020-02-26,15,"Mississippi"
2020-02-27,27,"Mississippi"
2020-02-28,23,"Mississippi"
2020-02-29,20,"Mississippi"
2020-03-01,40,"Mississippi"
2020-03-02,22,"Mississippi"
2020-03-03,20,"Mississippi"
2020-03-04,19,"Mississippi"
2020-03-05,30,"Mississippi"
2020-03-06,16,"Mississippi"
2020-03-07,43,"Mississippi"
2020-03-08,24,"Mississippi"
2020-03-09,11,"Mississippi"
2020-03-10,30,"Mississippi"
2020-03-11,18,"Mississippi"
2020-03-12,22,"Mississippi"
2020-03-13,19,"Mississippi"
2020-03-14,21,"Mississippi"
2020-03-15,39,"Mississippi"
2020-03-16,34,"Mississippi"
2020-03-17,42,"Mississippi"
2020-03-18,66,"Mississippi"
2020-03-19,54,"Mississippi"
2020-03-20,80,"Mississippi"
2020-03-21,100,"Mississippi"
2020-03-22,95,"Mississippi"
2020-03-23,67,"Mississippi"
2020-03-24,57,"Mississippi"
2020-03-25,50,"Mississippi"
2020-03-26,42,"Mississippi"
2020-03-27,40,"Mississippi"
2020-03-28,57,"Mississippi"
2020-03-29,53,"Mississippi"
2020-03-30,32,"Mississippi"
2020-03-31,50,"Mississippi"
2020-04-01,41,"Mississippi"
2020-04-02,48,"Mississippi"
2020-04-03,43,"Mississippi"
2020-04-04,54,"Mississippi"
2020-04-05,65,"Mississippi"
2020-04-06,46,"Mississippi"
2020-04-07,55,"Mississippi"
2020-04-08,45,"Mississippi"
2020-04-09,54,"Mississippi"
2020-04-10,49,"Mississippi"
2020-04-11,47,"Mississippi"
2020-04-12,72,"Mississippi"
2020-04-13,32,"Mississippi"
2020-04-14,44,"Mississippi"
2020-04-15,39,"Mississippi"
2020-04-16,37,"Mississippi"
2020-04-17,26,"Mississippi"
2020-04-18,39,"Mississippi"
2020-04-19,51,"Mississippi"
2020-04-20,47,"Mississippi"
2020-04-21,35,"Mississippi"
2020-04-22,32,"Mississippi"
2020-04-23,38,"Mississippi"
2020-04-24,31,"Mississippi"
2020-04-25,43,"Mississippi"
2020-04-26,51,"Mississippi"
2020-04-27,46,"Mississippi"
2020-04-28,33,"Mississippi"
2020-04-29,43,"Mississippi"
2020-04-30,32,"Mississippi"
2020-05-01,35,"Mississippi"
2020-05-02,22,"Mississippi"
2020-05-03,49,"Mississippi"
2020-05-04,23,"Mississippi"
2020-05-05,31,"Mississippi"
2020-05-06,37,"Mississippi"
2020-05-07,25,"Mississippi"
2020-05-08,30,"Mississippi"
2020-05-09,36,"Mississippi"
2020-05-10,55,"Mississippi"
2020-05-11,29,"Mississippi"
2020-05-12,31,"Mississippi"
2020-05-13,32,"Mississippi"
2020-05-14,30,"Mississippi"
2020-05-15,29,"Mississippi"
2020-05-16,35,"Mississippi"
2020-02-18,21,"Minnesota"
2020-02-19,33,"Minnesota"
2020-02-20,30,"Minnesota"
2020-02-21,36,"Minnesota"
2020-02-22,34,"Minnesota"
2020-02-23,37,"Minnesota"
2020-02-24,37,"Minnesota"
2020-02-25,39,"Minnesota"
2020-02-26,25,"Minnesota"
2020-02-27,32,"Minnesota"
2020-02-28,30,"Minnesota"
2020-02-29,40,"Minnesota"
2020-03-01,50,"Minnesota"
2020-03-02,40,"Minnesota"
2020-03-03,32,"Minnesota"
2020-03-04,38,"Minnesota"
2020-03-05,33,"Minnesota"
2020-03-06,29,"Minnesota"
2020-03-07,33,"Minnesota"
2020-03-08,52,"Minnesota"
2020-03-09,35,"Minnesota"
2020-03-10,29,"Minnesota"
2020-03-11,27,"Minnesota"
2020-03-12,28,"Minnesota"
2020-03-13,34,"Minnesota"
2020-03-14,62,"Minnesota"
2020-03-15,45,"Minnesota"
2020-03-16,51,"Minnesota"
2020-03-17,53,"Minnesota"
2020-03-18,67,"Minnesota"
2020-03-19,67,"Minnesota"
2020-03-20,57,"Minnesota"
2020-03-21,86,"Minnesota"
2020-03-22,85,"Minnesota"
2020-03-23,42,"Minnesota"
2020-03-24,51,"Minnesota"
2020-03-25,44,"Minnesota"
2020-03-26,52,"Minnesota"
2020-03-27,56,"Minnesota"
2020-03-28,93,"Minnesota"
2020-03-29,96,"Minnesota"
2020-03-30,53,"Minnesota"
2020-03-31,63,"Minnesota"
2020-04-01,61,"Minnesota"
2020-04-02,50,"Minnesota"
2020-04-03,70,"Minnesota"
2020-04-04,89,"Minnesota"
2020-04-05,91,"Minnesota"
2020-04-06,55,"Minnesota"
2020-04-07,56,"Minnesota"
2020-04-08,53,"Minnesota"
2020-04-09,64,"Minnesota"
2020-04-10,64,"Minnesota"
2020-04-11,97,"Minnesota"
2020-04-12,100,"Minnesota"
2020-04-13,60,"Minnesota"
2020-04-14,65,"Minnesota"
2020-04-15,59,"Minnesota"
2020-04-16,58,"Minnesota"
2020-04-17,56,"Minnesota"
2020-04-18,66,"Minnesota"
2020-04-19,83,"Minnesota"
2020-04-20,50,"Minnesota"
2020-04-21,54,"Minnesota"
2020-04-22,56,"Minnesota"
2020-04-23,60,"Minnesota"
2020-04-24,49,"Minnesota"
2020-04-25,68,"Minnesota"
2020-04-26,62,"Minnesota"
2020-04-27,43,"Minnesota"
2020-04-28,50,"Minnesota"
2020-04-29,58,"Minnesota"
2020-04-30,49,"Minnesota"
2020-05-01,62,"Minnesota"
2020-05-02,61,"Minnesota"
2020-05-03,67,"Minnesota"
2020-05-04,50,"Minnesota"
2020-05-05,51,"Minnesota"
2020-05-06,41,"Minnesota"
2020-05-07,39,"Minnesota"
2020-05-08,47,"Minnesota"
2020-05-09,86,"Minnesota"
2020-05-10,70,"Minnesota"
2020-05-11,43,"Minnesota"
2020-05-12,44,"Minnesota"
2020-05-13,55,"Minnesota"
2020-05-14,36,"Minnesota"
2020-05-15,42,"Minnesota"
2020-05-16,59,"Minnesota"
2020-02-18,32,"Michigan"
2020-02-19,34,"Michigan"
2020-02-20,36,"Michigan"
2020-02-21,34,"Michigan"
2020-02-22,41,"Michigan"
2020-02-23,42,"Michigan"
2020-02-24,37,"Michigan"
2020-02-25,36,"Michigan"
2020-02-26,35,"Michigan"
2020-02-27,39,"Michigan"
2020-02-28,37,"Michigan"
2020-02-29,43,"Michigan"
2020-03-01,46,"Michigan"
2020-03-02,31,"Michigan"
2020-03-03,40,"Michigan"
2020-03-04,36,"Michigan"
2020-03-05,33,"Michigan"
2020-03-06,30,"Michigan"
2020-03-07,38,"Michigan"
2020-03-08,41,"Michigan"
2020-03-09,30,"Michigan"
2020-03-10,36,"Michigan"
2020-03-11,33,"Michigan"
2020-03-12,30,"Michigan"
2020-03-13,41,"Michigan"
2020-03-14,58,"Michigan"
2020-03-15,59,"Michigan"
2020-03-16,52,"Michigan"
2020-03-17,62,"Michigan"
2020-03-18,56,"Michigan"
2020-03-19,65,"Michigan"
2020-03-20,65,"Michigan"
